1,0.884971693,0.98066953,0.630001884,0.784747517,0.516603453,0.534322034,0.591500821,0.807112719
1,0.891662378,0.987668494,0.654600252,0.785631782,0.516248697,0.534798729,0.583834248,0.799075748
1,0.857822954,0.984668938,0.67911719,0.785337027,0.515361807,0.534798729,0.5782698,0.772352823
1,0.827972208,0.977336691,0.692628822,0.783273743,0.514297539,0.535275424,0.587914843,0.742816958
1,0.842254246,0.979736335,0.667562519,0.784511714,0.513765406,0.53470339,0.588186883,0.717098654
1,0.803253846,0.984298622,0.681435934,0.78553353,0.513765406,0.534322034,0.578475891,0.687451164
1,0.797220793,0.979503037,0.688825302,0.784747517,0.513765406,0.534322034,0.587296571,0.657223227
1,0.855506948,0.980502888,0.660344826,0.785337027,0.513765406,0.534322034,0.591500821,0.633916014
1,0.859752959,0.98566879,0.685832291,0.785337027,0.513568319,0.533739407,0.582659531,0.608197709
1,0.864213416,0.98400237,0.67647441,0.785009522,0.513239841,0.534322034,0.584521217,0.575290782
1,0.876351004,0.98316916,0.710266852,0.784747517,0.512366091,0.532574153,0.591562648,0.553546313
1,0.87738034,0.977836617,0.70363318,0.785631782,0.511538327,0.532574153,0.583215976,0.529837251
1,0.852890719,0.98281736,0.714376417,0.786319543,0.509911267,0.532768362,0.584081557,0.502422253
1,0.897066392,0.983002518,0.721108352,0.786516046,0.509666004,0.530826271,0.591500821,0.476793249
1,0.864442157,0.976744186,0.714232495,0.784747517,0.508895176,0.530696798,0.583641897,0.457058022
1,0.856207468,0.98281736,0.681866859,0.786319543,0.507458634,0.529661017,0.58468609,0.429553725
1,0.831446217,0.985502148,0.68437508,0.785337027,0.507300964,0.534322034,0.595581416,0.403857746
1,0.827843541,0.981039846,0.664031462,0.785271526,0.507300964,0.530178908,0.58776371,0.385618289
1,0.810988163,0.978003259,0.621180975,0.784158008,0.507300964,0.527065678,0.581855778,0.363070123
1,0.84454166,0.98400237,0.621560139,0.785271526,0.507300964,0.52547081,0.593918951,0.328645101
1,0.807256819,0.982502592,0.622558651,0.784747517,0.507300964,0.519332627,0.593602946,0.310628893
1,0.83993824,0.978003259,0.64092576,0.784452763,0.507103878,0.521610169,0.582103087,0.288728149
1,0.839166238,0.981836024,0.639066135,0.785042272,0.506512618,0.525529661,0.591068031,0.261603376
1,0.788271287,0.986224263,0.644828384,0.784485513,0.505724271,0.523728814,0.595622634,0.238095238
1,0.814462172,0.977632943,0.628248728,0.785795534,0.505163669,0.521939736,0.584136514,0.215948921
1,0.784268314,0.979114205,0.603541262,0.784747517,0.502588404,0.522269303,0.588972775,0.194159802
1,0.800952136,0.985835432,0.586427579,0.785926537,0.501881082,0.528125,0.598610949,0.168575447
1,0.775090067,0.979336395,0.551594647,0.786221291,0.50205846,0.519385593,0.595395935,0.149889492
1,0.735317665,0.977188565,0.535970264,0.785009522,0.5014672,0.51586629,0.584081557,0.13557922
1,0.733945216,0.956895275,0.519355259,0.785009522,0.500678854,0.519020716,0.593918951,0.117719286
1,0.71860525,0.980002963,0.508711547,0.785337027,0.500284681,0.517637712,0.592922847,0.100462126
1,0.783710757,0.984169012,0.54795304,0.785042272,0.499397791,0.521398305,0.582659531,0.086196504
1,0.75514668,0.980502888,0.546173898,0.785926537,0.498333523,0.523040254,0.57938269,0.076753064
1,0.761394179,0.979262332,0.536328806,0.785009522,0.498156145,0.523305085,0.577266826,0.067711473
1,0.7667696,0.984891127,0.545533928,0.785271526,0.498156145,0.522457627,0.572705352,0.065925479
1,0.782295419,0.980502888,0.557984977,0.784747517,0.498156145,0.521610169,0.572210735,0.047217199
1,0.723880597,0.9785217,0.553231656,0.785009522,0.498156145,0.522033898,0.571606202,0.033956199
1,0.745753989,0.982002666,0.546495829,0.785926537,0.498156145,0.522086864,0.570170437,0.036166365
1,0.775690513,0.985779884,0.536113344,0.78553353,0.497770731,0.521516008,0.570397137,0.067354274
1,0.786927432,0.977836617,0.555396273,0.784158008,0.497288964,0.521610169,0.56745004,0.103074141
1,0.785769429,0.978669827,0.540507912,0.785631782,0.496855373,0.521027542,0.56745004,0.171790235
1,0.779979413,0.98733521,0.532985143,0.784747517,0.495337806,0.520444915,0.566769941,0.266224633
1,0.812975353,0.983261739,0.55171837,0.78553353,0.494302007,0.519020716,0.566769941,0.374009332
