1	0.884971693	0.98066953	0.630001884	0.524823289	0.555164293	0.784747517	0.477572559	0.377319588	0.425330813	0.516603453	0.583333333	0.564032698	0.534322034	0.591500821	0.807112719	0.792235495	0.072595971	0.540322581	0.485169492	0.574561404
1	0.891662378	0.987668494	0.654600252	0.54980024	0.565033083	0.785631782	0.507255937	0.377319588	0.425330813	0.516248697	0.375	0.54359673	0.534798729	0.583834248	0.799075748	0.830631399	0.062903839	0.580645161	0.617584746	0.497807018
1	0.857822954	0.984668938	0.67911719	0.506272176	0.562655602	0.785337027	0.497361478	0.377319588	0.425330813	0.515361807	0.5	0.591280654	0.534798729	0.5782698	0.772352823	0.863054608	0.040668947	0.428427419	0.520127119	0.548245614
1	0.827972208	0.977336691	0.692628822	0.492470595	0.517326455	0.783273743	0.432058047	0.377319588	0.425330813	0.514297539	0.541666667	0.564032698	0.535275424	0.587914843	0.742816958	0.867107509	0.040668947	0.538306452	0.603813559	0.180921053
1	0.842254246	0.979736335	0.667562519	0.503623614	0.542146462	0.784511714	0.471240106	0.377319588	0.425330813	0.513765406	0.533333333	0.523160763	0.53470339	0.588186883	0.717098654	0.866723549	0.052071456	0.474193548	0.530508475	0.418421053
1	0.803253846	0.984298622	0.681435934	0.551600716	0.563612575	0.78553353	0.496042216	0.377319588	0.425330813	0.513765406	0.481481481	0.583711777	0.534322034	0.578475891	0.687451164	0.863291619	0.078677309	0.53046595	0.68079096	0.398635478
1	0.797220793	0.979503037	0.688825302	0.575140391	0.648828081	0.784747517	0.481530343	0.377319588	0.425330813	0.513765406	0.541666667	0.611716621	0.534322034	0.587296571	0.657223227	0.848122867	0.131128848	0.391129032	0.659957627	0.282894737
1	0.855506948	0.980502888	0.660344826	0.55636577	0.51479197	0.785337027	0.501319261	0.377319588	0.425330813	0.513765406	0.666666667	0.502724796	0.534322034	0.591500821	0.633916014	0.825938567	0.203154694	0.432459677	0.628177966	0.396929825
1	0.859752959	0.98566879	0.685832291	0.53208728	0.536817315	0.785337027	0.491424802	0.377319588	0.425330813	0.513568319	0.458333333	0.577656676	0.533739407	0.582659531	0.608197709	0.798421502	0.290193843	0.788306452	0.486228814	0.645833333
1	0.864213416	0.98400237	0.67647441	0.621633032	0.708693756	0.785009522	0.489006157	0.377319588	0.425330813	0.513239841	0.518518519	0.559491371	0.534322034	0.584521217	0.575290782	0.772279105	0.399974661	0.472222222	0.630885122	0.32748538
1	0.876351004	0.98316916	0.710266852	0.711954852	0.598878547	0.784747517	0.485488127	0.377319588	0.425330813	0.512366091	0.5	0.577656676	0.532574153	0.591562648	0.553546313	0.739334471	0.520334474	0.442540323	0.740466102	0.287280702
1	0.87738034	0.977836617	0.70363318	0.524767413	0.498822474	0.785631782	0.51121372	0.377319588	0.425330813	0.511538327	0.5	0.564032698	0.532574153	0.583215976	0.529837251	0.701578498	0.621436716	0.428427419	0.685381356	0.603070175
1	0.852890719	0.98281736	0.714376417	0.566675048	0.630321608	0.786319543	0.513632366	0.377319588	0.425330813	0.509911267	0.518518519	0.535270966	0.532768362	0.584081557	0.502422253	0.669890027	0.702521221	0.475806452	0.702448211	0.371345029
1	0.897066392	0.983002518	0.721108352	0.551867684	0.59109566	0.786516046	0.53298153	0.377319588	0.425330813	0.509666004	0.416666667	0.550408719	0.530826271	0.591500821	0.476793249	0.631825939	0.760167237	0.686491935	0.784957627	0.243421053
